location,season_year,match_name,match_type,mean_air_temp,std_air_temp,med_air_temp,max_air_temp,min_air_temp,range_air_temp,skew_air_temp,mean_track_temp,std_track_temp,med_track_temp,max_track_temp,min_track_temp,range_track_temp,skew_track_temp,mean_HUMIDITY,std_HUMIDITY,med_HUMIDITY,max_HUMIDITY,min_HUMIDITY,range_HUMIDITY,skew_HUMIDITY,mean_PRESSURE,std_PRESSURE,med_PRESSURE,max_PRESSURE,min_PRESSURE,range_PRESSURE,skew_PRESSURE,mean_WIND_SPEED,std_WIND_SPEED,med_WIND_SPEED,max_WIND_SPEED,min_WIND_SPEED,range_WIND_SPEED,skew_WIND_SPEED
Marrakesh,2017-2018,Qualifying Group 3,Q,11.17595,0.0226577801207445,11.1667,11.2222,11.1667,0.05550000000000033,2.449489742783238,13.888900000000001,0.0,13.8889,13.8889,13.8889,0.0,0.0,92.0,0.0,92.0,92,92,0,0.0,964.1895,0.09010826821105823,964.2065,964.308,964.071,0.23699999999996635,-0.1436242547104585,1.5914,0.581100770159531,1.5914,2.12187,1.06093,1.06094,0.0
Marrakesh,2017-2018,Qualifying Group 4,Q,11.448414285714287,0.11626070741188667,11.4722,11.6111,11.2778,0.33330000000000126,-0.10960424250449746,14.682514285714287,0.2853298195668762,14.4444,15.0,14.4444,0.5556000000000001,0.3245367068207569,92.07142857142857,0.26726124191242456,92.0,93,92,1,3.7416573867739658,963.8388571428574,0.041869498982649855,963.834,963.9019999999999,963.732,0.16999999999995907,-1.176879674153468,2.27343,0.9171127215342725,2.12187,4.24374,1.06093,3.18281,0.5273698653378788
Marrakesh,2017-2018,Race,Race,15.457455319148941,0.24634801365098766,15.5556,15.7778,15.0556,0.7221999999999991,-0.4392388833813258,13.888900000000001,0.0,13.8889,13.8889,13.8889,0.0,0.0,75.95744680851064,0.5089395115895264,76.0,77,75,2,-0.08186958512325906,963.0825106382978,0.09998062254442447,963.0889999999999,963.326,962.954,0.37200000000007094,0.5924129431527423,3.543971914893618,1.731697129962444,3.1828,7.426539999999999,1.06093,6.365609999999999,0.5794819561259583
Marrakesh,2017-2018,Super Pole,Q,11.845031578947372,0.06023895060167259,11.8889,11.8889,11.7222,0.16669999999999874,-1.0493912673491828,15.497115789473687,0.1751816621020651,15.5556,15.5556,15.0,0.5556000000000001,-2.798439564022598,91.05263157894737,0.4046513191112583,91.0,92,90,2,0.4984060665163724,963.7377368421053,0.05424516579101538,963.732,963.834,963.6310000000001,0.20299999999986085,-0.19049525288835747,2.121867894736842,1.118324210179275,2.12187,4.24374,0.0,4.24374,0.31808779521353886
Hong Kong,2017-2018,Non Qualifying Practice 2,FP2,21.74201896551724,0.5075982796003726,22.0556,22.2222,20.7222,1.5,-0.7534382237454176,27.19668908045987,0.5369942026643338,27.2222,27.7778,26.1111,1.6666999999999987,-0.4123650840134461,67.89080459770115,1.1146042802185994,67.0,70,67,3,0.927492459628241,1019.4675287356321,0.05756310215906245,1019.47,1019.54,1019.37,0.16999999999995907,-0.3420349732842399,1.2316576436781628,0.95947785213238,1.06093,4.24374,0.0,4.24374,0.4819879583133518
Hong Kong,2017-2018,Qualifying 1 Group 1,Q,23.638905555555564,0.0733258829548669,23.6389,23.7778,23.5556,0.22220000000000084,0.23691002651434634,31.6667,0.0,31.6667,31.6667,31.6667,0.0,0.0,63.72222222222222,0.701472374412204,64.0,65,63,2,0.44904193496987593,1018.9333333333333,0.022424476423287574,1018.93,1018.96,1018.9,0.06000000000005912,-0.18600759793551963,1.9745147222222224,1.050357090605683,2.12187,5.30467,0.0,5.30467,0.8539017237460707
Hong Kong,2017-2018,Qualifying 1 Group 2,Q,24.079385714285714,0.027866352711567205,24.0556,24.1111,24.0556,0.0555000000000021,0.30176503527898463,32.12697142857143,0.2124150121694769,32.2222,32.2222,31.6667,0.5555000000000021,-1.8226897558339614,62.51428571428571,0.5070925528371095,63.0,63,62,1,-0.059758381647459405,1018.6988571428569,0.042341151486992884,1018.69,1018.76,1018.63,0.12999999999999545,0.04727482205845872,3.849675142857143,1.857049164320155,4.24374,7.426539999999999,1.06093,6.365609999999999,0.2609914949522372
Hong Kong,2017-2018,Qualifying 1 Group 3,Q,24.294749999999993,0.09277484110930728,24.2778,24.4444,24.1667,0.27770000000000294,0.06805809858272553,32.29936666666668,0.19486902561171177,32.2222,32.7778,32.2222,0.5555999999999983,2.180287949311716,62.138888888888886,0.35073618720609934,62.0,63,62,1,2.180287949311577,1018.6666666666669,0.039569107719487843,1018.6600000000001,1018.73,1018.63,0.10000000000002274,0.3854315056033598,2.4165719444444447,1.2581595379120123,2.12187,5.30467,1.06093,4.24374,0.6205335006069286
Hong Kong,2017-2018,Qualifying 1 Group 4,Q,24.14398873239437,0.0647532713995345,24.1667,24.2222,24.0556,0.16660000000000252,-0.2001734583936463,32.777800000000006,0.0,32.7778,32.7778,32.7778,0.0,0.0,62.859154929577464,0.7425010754756471,63.0,64,62,2,0.23358485240519322,1018.3973239436618,0.07439196858499389,1018.39,1018.52,1018.29,0.2300000000000182,-0.04854477262439654,2.749462535211269,1.807396328402283,2.12187,7.426539999999999,0.0,7.426539999999999,0.4898986544084697
Hong Kong,2017-2018,Race 1,Race,23.528076586433283,0.26161877891563073,23.4444,23.9444,23.0,0.9444000000000017,0.0038350690995974874,27.856792122538273,0.3839006531290386,27.7778,28.3333,27.2222,1.1111000000000004,-0.19530053416609336,67.69365426695842,0.8623605879881635,68.0,70,66,4,-0.3544660312525474,1015.0997374179441,0.42985352587417514,1015.31,1015.51,1014.02,1.490000000000009,-1.4354010484575905,2.3841996936542493,1.1513763252449454,2.12187,5.30467,0.0,5.30467,0.15803012458609927
